stem,stem_translit
waxš,whšyyn
āšyān,ʾšdʾn'
parwāz,plwʾc
wārīh,wwʾlyh
hamēstār,hmӯystʾl
zarmān,zlmʾn'
zīndakkar,zywndkḵl
anōšakkar,ʾnškḵl
zīndag,zywndkʾ
ham čiyōn,hm cygwn
panǰāh ud haft,50 W 7
ǰōrdā,ywltʾk'
čiyōn,cyg
waxšīd,whšyt'
abzāyēn,ʾp̄zʾdyn
paššixt,pššt'
girgir,nylwtl
kunǰid,ŠMg
ālun,ʾlwn'
miǰūg,mšwk
abzāyēn,ʾp̄zʾdynʾ
kōdak,kwtk'
urwar,ʾwlwly
drust,drwyst'
wēnīg,wynyk
māš,mʾyš
gēnōg,gwnk'
wēnīg,wynyk'
suš,swš
spandān,gwsp̄ndʾn'
bēšazēnēd,byšzynyt'
az,ZNE
bun,bn
ābīšan,ʾp̄yšn'
gand,gnd
māh,myh
burd,YḆLWNt͟y
nigāh,ngʾs
pālūd,pʾlwt'
gyān,yʾn'ʾ
brēhēnīd,blyhynytš
ǰuxt,ywht
tā be ō,OD BRA OL
sad ud haštād ud dō,100 W 80 W 2
drahnāy,dlhnʾk'
aγrē,ʾklyӯ
pāy,pʾdyʾ
raft hēnd,SGYTWNt' HWE'd
šnāzīd hēnd,šnʾcyt' HWE'd
wazīd hēnd,wcyt' HWE'd
dō,2 2
gušn,gwšʾn
hil,hl
ǰuxtīhist,ywyhst'
ābust,ʾp̄wst
māhīg,mʾhyk'
šnāz,šnʾc
gānag,kʾn'k
panǰ,pnc'
unīg,ʾwnyk'
wāy,ʾd
čarag,clḵ
pah,KRHA
unīg,ʾwnyk
samōr,šmwl
mušk,mwšk'
hāmōyēn,hymw'dyn'
frāx,plʾhw'
dad,dt'
dast,dst'
āmōg,hmwk'
čarag,clk'
baxt,HLKWNt'
sumb,swmbʾ
sumb,swmb'ʾ
uštar,ʾwšt'l
buz,bwc'
mušk,mwšk
pānzdah,10 5
sad dah,100 10
dah,1
gōkān,gwkʾn'
ōšmurd,ʾwšmwlt'
apaydāg,ʾpytʾk
sad haštād dō,100 80 2
kūč,kwc
wālēnīd,wʾlynyt'
kār,ZLYDWN
pargēnēd,plkynyt'
nibēg,npyk'
ōšmurišnīh,ʾwšmwlšnyh
hangird,hnglt
hangird,hngltyk
nimāyīh,nmʾdyh
tāzīg,tʾcyḵ'
zard,zlt'
astar,ʾstl
xašēn,hšyn'
pēsag,pʾyg'
gawazn,gw'ʾzn
gāw,gʾw
palang,plng
dumb,dwmb'ʾ
adumb,ʾdwmb'
tagal,tgl
kurušag,kwlwšk'
hē,hy͟d͟y͟
srū,slb'
bārag,bʾl
xar,hlbwc
āhūg,TYBA
pāzen,pʾcyn'
kākom,kʾkwm
sanǰāb,sncʾp̄
xaz,hz
bīš,byš
mīr,YMYT
dāhīhist,YHBWNt'yhst'
xwarād,OŠTENyʾt'
rasād,YHMTWNʾt'
ī,ydy
hār,hʾl
magōbēs,mkwkpӯs'
drayāb,dldʾʾp̄'
gaz,gyc
hambūs,hmbw's
šawāg,šwbʾk'
dahān,PWME'
dandān,KKA
pestān,pystʾn
parwarēn,plwlyn'
waččag,bckʾ
niyōxšīd,ndwhšyt'
rōy,lw'd
srub,slwp
almās,ʾlmʾs
dahīhist,YHBWNyhyt'
rēbās,lypʾs
mašē,mšyy
mašyānē,mšʾn'yӯ
āwurd hēnd,YHYTYWNt' HWE'd
bašn,bšn'
ham,hmyhyg'
bašn,bšn
dād,YHBWNt' YKOYMWNyt
wašt hēnd,wšt' HWE'd
ēwēn,ʾdwynk
panǰ,ʾp̄yӯ
urwāzišt,ʾwlwʾzyšt'
buland,wln'ḏ
dād,YHWWNt'
abzāy,ʾp̄zʾdyn
tāft,hp̄tn
rōšnēnīdan,lwšnynytn'
suft,swptn
ayārdēnīdan,ʾyʾltynyt'
škōf,škwp
pazzāft,pzʾp̄t
gōhrēnīd,gwhʾlynyt
tagarg,tḵlg
widāxt,wtʾhtn
tāft,wtʾp̄tn
srešk,slyšk'ʾ
andar,dyn'
xānag,BYTA
mēnōg,myn
tanīgardīh,tn'ykrtyh
paymōxt,ptmwht'
āhōgēn,ʾhwyn
petyār,pytydʾlyn
wānīd,ʾnytn
pāsbānēnīd,pʾsp̄ʾnynytn
ahlā,hlyӯ
pās,pʾsp
farrōbay,plwby
asnawand,ʾsnwnd
ādurbād,ʾtwr'pʾt
rēwand,lywnd
pušt ī wištāspān,pwšt' Y wštʾspʾn'
stī,sty
srēsōg,slswk'
škeft,š'ḵpt'
pāy,pʾdyy
dahīdag,dhytk'
gōhr,gwhly
baxšīhist,HTLKNyhst'
nišāst hēnd,YTYBWNst' HWE'd
mād,NKḆ
pidar,ABYtlʾ
dahibedīh,dhywptyh
hamwāz,hmwʾc
hamwāzīhist,hmwʾcyhst'
wardīhist,wltyhst'
spandarmad,sp̄d'rmt'
padīr,pt
spandarmad,sp̄drmt'
frāsyāb,plʾsyʾp̄'
ānīd,HYTNyn't
manuščihr,mʾnwšcyhl
anēr,ʾnyl
paymōxt dāšt,ptmwht' dʾšt'
frōgīhist,plwkyhst'
wisp,wsp̄ʾ
kust,kwstk
drahnāy,ʾdlhn'ʾd
frasang,plsmn
bast dāšt,bst' dʾšt'
zarr,zly
kustīg,kwstyk'
sīh ud se,30 W 3
baxt,HLKWNt
kanīg,knykʾ
spandarmad,sp̄dr'mt'
bast,bstk
taft,tpty
dēn,dtn
sad ud wīst ud hašt,100 W 20 W 8
pēš kē,LOYN MNW
nawāz,nwʾʾc
hērbed,hylptʾn
apahikārišn,ʾptkʾlšn'
brēhēnīd,blʾhynyt'
tūr,twlʾ
wēšag,wyšk'
dāšt ēstīd,dʾšt' YḴOYMWNyt
šnāhīhist,šnʾsyhst'
ērān,ʾylʾnʾ
dušwārtar,dwšp̄ʾltl
sāmān,sʾmʾn'
paydāgīh,pytʾk'yh
srīt,slyt'
pas,PWN
frayād,plydʾ
wāspuhr,ʾsp̄whl
ōzad,YKTLWNt
kāmist,YCBENst'
ōzanē,YKTWLWNy͟d͟y
wadagan,wtkn
gōw,YMRRWNy
ašnūd,ʾšnwt'
āgāhēnīd,ʾkʾsynyt'
ardīkkarīh,ʾltgʾlyhʾ
šaw,OZLWN'
ōzan,Y̱KTLWN'
hēm,HWE'm
abaxš,ʾp̄'hš
brīn,PSḴWN
abaxš,ʾp̄'h
dīd hēnd,HẔYTWNt' HWE'd
was,KBDʾ
wišād dāšt,wšʾt' dʾšt'
xrōst,hwlwst'
abaxšāy,ʾp̄'hšʾd
be,RA
škast,TBLWNt'
ašādīh,ʾštyh
āgāhēnīd,ʾkʾsynyt
ōzanēm,YKTLWNm
wizīrīd,wcylynyt'
tō,LK'
ōzanē,YKTLWNy͟d͟y
ma,OL
ahunsandīh,ʾhnsndyh
parīg,plyk'
ōzad,YKTLWNt'
darrīd,dlt'
čehel ud panǰ,40  5
frīnē,plyn'I
duγdag,dwktk'
xwānd,KRYTNt'
zād,Y̱LYDWNt'
widār,wtʾlʾ
payrōg,ptlwk'
baw,bw'
andar,GDE
mādar,AMYtlʾ
nibēg,npyḵ'
paydāgēnīd būd,pytʾkynyt' bwt'
abāz,LAWHLptwndšn'yh
ōšmurišnīh,ʾwšmwlšn'yh
pōrušasp,pwlwšsp̄
piratrasp,pltlʾsp̄'
urwatasp,ʾʾw'lwtʾsp̄'
hēčatasp,hʾyctʾsp̄
čixšnūš,cyhšnwš
pētrasp,pytlsp̄'
arәǰaţaršu,aləcaṱalšu
xvarәδarә,xarәδarә
wēdišt,wʾydyšt'
āyazem,ʾyzym
frāh,flʾh
arγ,ʾlγ
duresraw,dwlslwb'
manušxwarnar,mʾnwšhwlnl
manušxwarēnāg,mʾnwšhwlynʾk'
manuš,mʾnwš
vīzīg,wyzyk'
arīk,ʾlyk'
sritak,slyt'k'
bitak,bytk'
frazušak,plzwšk'
zušak,zwšk'
fraguzag,plgwzḵ'
gūzag,gwzḵ'
ēriǰ,ʾylyc'
asfiyān,ʾspydʾn'
wiwanghān,wywnghʾn'
ayanghān,ʾynghʾn'
ananghān,ʾnnghʾn
frawāg,plwʾk'
syāmak,sydʾmk'
mašē,mʾš
tab,tp'
wād,wyt'
sad ud panǰāh,100 W 50'
frēstād hēnd,ŠD͟RWNt' HWE'd
šān,š
mēnōg,my
tab,tp
awištābīhist,ʾwštʾp̄yhst
ǰādūg,yʾtyk
starag,stlk
ǰādūg,yʾtwk'
bezešktom,b'cšk'twm
kardan,krtn'+š
āxist,ʾhst'
ēstād,ystʾt
bēšazēnīdār,byšznytʾl
rōγn,MYSYA
tāb,wtʾc'
zahag,zhk'
did,TW'B
frēstād,ŠD͟RWNt'
zūr,zwʾlʾ
ayāft hēm,ʾyʾp̄t' HWE'm
čē,MN
frāy,plʾyy
pahikaf,ptkw
kōxšīd hēnd,kwhšyt HWE'd
mādag,mʾtk'
payrōg,ptlwk
payrōgīhist,ptlwk'yhst
ayāft hēnd,ʾyʾp̄t' HWE'd
hē,HWEyy͟d͟y
šawē,OZLWNy͟d͟y
frēb,plyp̄
wardān,wltʾn
mad būd,mt' bwt'
āmad,YATN
xandīd,hndyt
brāz,blʾcš
wēnīhist,HẔYTNyhst'
griy,glʾyyn'
tarsīd hēnd,tlsst' HWE'd
pōrušasp,pwlw'šsp̄'
dāšt hēnd,dʾšt HWE'd
griy,BḴYWNyn
xand,GHBHNyn
pāsoxēnīd,pʾshw'ynyt'
griyist,glʾyyyst
dīd,HẔYTWN
xandīd,hndʾštn
hamēstār,hmystʾlʾn
karb,klpʾ
usixš,ʾwyš
xwarrah,wylynʾngʾstʾlyš
xwarrah,wylynʾngʾstʾlʾn
kuxrid,kwhlyt'
manušak,mʾnwšk'
xwāhar,AHTEl
brādrōxš,blʾtlwhš
brādrōyišn,blʾtlwyšn'
tūr ī brādrōxš,twl Y blʾtlwhš
āzān,ʾzʾn
wadast,wsmn
tūr ī brādrōxš,tl Y blʾtlwhš
pōrušasp,pwlwšsp̄'
ratuštar,ltwštl
ranguštar,lngwštl
watrigā,wtlygʾd
windatš,wyndtš
pēšēmāl,pyšymʾlʾ
pasēmāl,psymʾlʾ
hammōzād,hmwcʾt'
kun,kwnš
gōwīhist,YMRRWNyhst'
warzkardīh,wlckrt'yh
yazad,yẕdt'y
wēnīhist,HẔYTWNyhyt'
niger,nḵyl
daxšag,dʾhk'
pus,BRM
pēš ī,pyš Y
pēčīd,pcyt
ōzanīhād,YKTLWNyhʾt'
wišayg,wšyk
abīm,ʾybym
pāsbānēnīd,pʾsʾn'ynyt'
spandarmad,sp̄dr'mt
ardwīsūr,ʾlḏywswl
huškīd,hwšk
gyān,dyn'
it,t'
stad,YNSḆWNyt
abgand,ʾp̄gnd
ramag,lmk'
nazd,nz
be,BRAd
sad ud panǰāh,100  50
az,ʾʾ
ēsm,CYBA
wizīnīhist,wcynyhst'
āsift,ʾsp̄'t'
sōxt,swht'
passāxt,psʾht'
āšyān,ʾšdʾ
abganīhist,LMYTWNyhst'
kāmist,kʾmyst'
wīst ud čahār,20  4
pestān,pystʾn'
gōhrag gōhrag,gwhlk' gwhlk'
bām,bʾ
āwurd,YHYT'YWNt
dawīd,LHTWNyt
handēšīd,hndšyt'
ǰūd,ywt'
padē,ptʾӯ
deh,mt'
rāγ,lʾγ
nōdar,ntl
ādurbād,ʾtwr'pʾtk
mōγān,mynwgʾn'c
čiyōn,ygwn
čēst,cyst'
arγ,ylc'
duresraw,dwlyslwb
nōdar,nwtl
manuščihr,mʾnšcl
dagr,LAYK
pāsoxēnīd,pʾshwynyt'
stōwīhā,stwbyhʾ
ōft,ʾwpt'yn
ā,ʾm
kišwar,kyšwlʾny
kabāh,kpʾh
ē,Y
šud,OZLNt'
tūr ī brādrōxš,twl blʾtlwhš
nihumbīhist,nhwmbyhst'
ayābist,ʾyʾp̄st'
zāyēnīdārān,Y̱LYDWNynytʾlʾn
āfrāh,ʾp̄lʾsʾ
wāng,KALAy
āsrōn,ʾslwn'
wāstaryōš,wwʾstlywš
wināhīd,wnʾsy
rawē,SGYTWNӯ
bēšāzēn,byšʾcynyn
zarduxšt,zlthšt'
wardyūn,wltywn
bast,bst'
šud,OZLWNyt'
brādar,blʾtlʾ
ǰāmag,yʾmk'
stad,YNSḆWNy͟t
mist,myst'
ēd ī,ʾy Y
pus,BRE'
wardād,wltʾt'
dahē,YHBWNy͟d͟y
sūd,yswt'
abzāyēnīd,ʾp̄zʾdynytn
duresraw,dwlyslwb'
yazēm,YḎBHWNm
pōrušasp,pwlwšʾsp̄'
wāz,ʾ
šān,šdʾn'
pahikāft,ptkʾp̄t'
rēxt,lyht
ahlaw,ʾhlwb'ʾ
hilē,hlʾӯ
abgand hēm,ʾp̄gnd HWE'm
aš,ʾš
murnǰēnēm,mlncynym
dōysar,dwysl
nigerēm,nkylym
čērīhist,cylyhyt'
āšuft,ʾšwpt'
šud būd,OZLWNt' YHWWNt'
murd,YMYTWNt'
pad ham gyāg,PWN hm gywʾk
pusar,BRElʾ
xwāst hēnd,BOYHWNst' HWE'd
baxt hēnd,HLKWNt HWE'd
dō,dw'
bār,bʾʾl
parwānag,plwʾnkʾ
abaxšīdār,ʾp̄'hšytʾl
bārestān,wʾlystʾn
brahnag,blyhʾnk'
han,hʾn
xwānd,kRYTNt'
han,hʾn'
abādyāwand,ʾp̄ʾtydʾwnd
mad būd hēnd,mt' YHWWNt' HWE'd
widārd hēnd,wtʾlt' HWE'd
wāstar,wwʾstl
hambārd ēstād,hnbʾlt' yst'ʾt
sāl,dʾl
gurs,gwls
ēk ān ī did,ʾywk' ZK Y TWḆ
hišt,ŠḆKNt͟
akāmagīh,ʾkʾmk'yh
urwēdōdah,ʾwlwytwdẖ
jām,yʾ
āhan,ʾsn'y
nān,LHMAy
waččag,bck'
zād ēstād,Y̱LYDWNt' ystʾt'
stard,st'lt'
murd būd,YMYTNt' bwt'
wizīnīh,wckyh
kām,kʾmk
gumēxt,gwmyhtn
nimāyē,nmʾdʾӯ
čihr,chl
wēnād,HẔYTWNʾt
šnāsīhād,šnʾsʾʾt'
waččag,b'ck
xwāy,hwʾd
grōh,glwʾh
parward,plwltn
wāstar,wʾstl
wāstarēnīd,wʾstlynyt'
hunīd,hwnyt'
hagriz,hk'lc'
yašt hēnd,yšt' HWE'd
sāl,s
sāl,ŠNTk'
wahār,whʾl
raft ēstād,SGYTWNt' YKOYMWNʾt'
xuft,hwpt'
mēdyōmāh,mytywmʾh
ārāstāy,ʾlʾstʾʾ
ārāstāy,ʾlʾst'ʾy
pēšōbāy,pyšwpʾ
būd,bwtn'
harwisp,hwlwst'
hāxt,hʾhtyn
bāmdād,bʾmdʾt'
hunīd,hwnyt
būd ēstād,bwt' YKOYMWNʾt
zānūg,ẕʾnwk'
pōšīd,pwšyt'
brāzyāg,blʾcdʾk'
wizīmag,wcymk'
paymōzan,ptmwcn
abrēšōm,ʾp̄lyšwm
brīn,b'lyn'
darz,dlc
passoxēnīd,pshwynyt'
warzēm,wlc'm
čand,cnd'
nawad,dšk
nawad,sšk'
šud būd,OZLWNt' bwt'
sāyag,sʾdk'
madān,mtʾn'
namāz,nmʾc'
frašn,plšn'
tan,tn'ʾ
hūxt,hw'ht'
weh,SLY
harwispīn,hlwsp̄yn
harwispīn,hlwsp̄yn'
dōšīd,dwšyt'
dōš,dwšy
naxust,nhwsty
ēst,ӯs
dō,2'
warr,LWBWŠYA
nihuft dāšt,nhwpt' dʾšt'
padisārīg,ptsʾlyk
paydāgīhist,pytʾk'yhst'
rēzīhist,lycyhyt'
afsard,ʾp̄slt'
stad,YNSḆWNt͟y
ast,ʾst'ʾ
kārd,SKYNA
tazīd,tcytn
mālīhist,mʾlyhst
brīn,PWN kwn
dāitī,dʾytʾӯ
pad ō,PWN yw'
gar,gl'
usind,ʾw'snd
wišāyīhist,ŠLYTNyhst'
āb,ʾp̄ʾr
arazwāy,ʾlzwʾy
kākom,kʾkwmk'
wāy,ʾ
karšift,klšsp̄t'
sēn,sn'
abārīg,ʾp̄yk'
rāh,rʾs
čarag,clk
xar,hlbwc'
ēwēn,ʾdwynk'
gumārd hēnd,gwmʾlt' HWE'd
ham,ym
ōšmurēnd,ʾwšmwlynd
azadārīh,ʾztʾlyh
abēšīdārīh,ʾbyšytʾlyh
tazān,t'cʾn'
šnāyēnīdārīh,šnʾdynytʾlyh
nimāyīhist,nmyhst'
šahrewar,štryw
ayōxšust,ʾywkšwst
srāg,slʾḵ
rōstāg,lwtstʾk'
mōγān,mgwʾn
zay,zydȳ
abzār,ʾp̄zwʾl
handarzēnīd,hndlcynyt'
spandarmad,sp̄ndrmty
awestām,ʾwstymʾ
abāy,ʾp̄ʾd
pad,P
gar,ʾgls
damandān,dmnnʾn
xānīg,hʾnyk'
asnawand,ʾdnwd
deh deh,MTA MTA
rōstāg rōstāg,lwtstʾk' lwtstʾk'
awestām awestām,ʾwstʾm#ʾwstʾm
mowbed,mgwpt'
moγān,mynwḵʾn
mowbed,mgwptʾ
šaš,šš'
zrēh,zlhʾ
asnawand,ʾsnwd
purs,p
zbār,zbʾl
zamestān,ẕmystʾn'
nimāyīhist,nmʾyhst'
ē,10
ārāstāy,ʾlʾstʾy
ayāft,ʾʾp̄t
hāxt,hʾht'
rōz,lwcʾ
hāxtē,hʾhtyh
āxēz,ʾhc'
hāxt,hʾht
apetītīgīh,ʾptytykyh
zanīh,MHYTNyh
az pēš ī,MN LOYN' Y
daxšagēnīd,dhʾkynyt'
wištāsp,wštʾsp̄''
kawīg,kwyk
hamēstār,hmystʾ
sīh ud se,30  3
bast,bstk'
waxš,hš
wēnīhist,HẔYTWNyhst'
gōw,gwbš
nay,KNYAs
hūg,HZWLA
warāz,wlʾc'
kawīg,kwyk'
kundā,kwndʾ
wardag,wltk'
kawīg,kwykʾ
hunēm,hwnym
ōrōštār,ʾwlwštʾlʾ
čehel ud haft,40 7
haftād ud haft,70 W 7
wihēzag,wyhck'
barīhist,YḆLWNt͟yyhst'
šast ud se,40 3
frašōštar,plšwštʾl
šast ud čahār,60 4
mōwbedān,mgwptʾn
mōwbed,mgwpt'
haftād ud se,70 3
hangōruš,hngʾwlwš
haštād,80
āsmōxwanwant,ʾsmwkhwnt'
wišābag,wšsp̄ʾӯ
axt,ʾht'
ōzanīh,YKTLWNyh
duxt,BRE
frēn,plyn'
ahlawstūd,ʾhlwb'stwt'
wohunēm,whnʾm
sēn,šyn'
āšōbīh,ʾšw'pyh
čāšt,cʾšt'
apahikār,ʾptkʾl
adādestānīhā,ʾdʾtstʾnyhʾ
rawānd,SGYTWNʾnd
dādestān,dʾtstʾnʾw
abgan,ʾp̄gyn
zīndag,zyndḵʾ
payrānīdag,ptlʾnytk'
wizīn,wcyn
az,ʾ
adahišnīh,ʾdhšn'yh
hammōz,ALPWN
šnāxt,šn''ʾhtn
kustīg,kwstk
čahār,7
zahag,zhʾk'
āb,AYT'
wād,ʾt'
kālbod,kʾlpwt'ʾ
passāzīhist,psʾcyhst'
yōǰdahrēnīd,ywšdʾslynyt'
hidr,hydl
wināh,wnʾk
čihr,cyhlʾ
passāzīhānd,psʾʾcyhʾnd
hubōy,hwbd
kišt,ZLYT
pazzāft,pzʾp̄tn
saz,scʾ
kōšīd,kwšyt
xwēš,hwyškʾlyh
wināh,wnʾ
dušsraw,dwšslwb
xwēš,hwyšʾ
dušsraw,dwšslwb'
dušsrawēnīd,dwšslwbynyt
appurd,YYNCLWNt
bazakkarān,bckḵlʾn'
nihād,HNHTNt
ahōšīhā,ʾywšyhʾ
baz,b'c
čiyōn,ʾp̄dʾn'
gāhān,gʾšʾn
nask,nskʾ
hādamānsar,hʾtmʾn
baxšīhist,HLKWNyhyt'
ahunawar,ʾhwnwl
gāhān,gʾšʾn'
ahunawad,ʾhnwt'
uštwad,ʾsnnwt'
spandmad,sp̄drmt'
wohuxšatr,whwhštl
wahištōišt,whštwšt'
gāhān,dʾšn'
xwānīh,KRYTWNyh
hādamānsar,hʾtmʾnsl
purr,pwl Y dhšk#ʾlʾstʾl
pačēn,pʾcyn'
ratuštāiti,ltwšt'ʾyt'ʾӯ
daxšag ī weh,dhšk' Y wyh
hādamānsar,hʾt'mʾnsl
ast,ʾytwn'
widēwdād,wytdʾtn'
baxšīhist,HKWNyhst'
wīst ud ēk,20 1
gāhān,gʾšn'
yānimman,yʾnymn'
ēryaman,ʾylmn'
sad ud haštād ud hašt,100 80 W 8
wičist,wycyst'
sad ud haštād ud hašt,100 80 8
xīr,C
rad,lty
pahikār,ptʾ
zaxm,zʾhmy
zaxm,zʾhm
stōr,stl
fšuš,pšwš
hōrestān,hwlystʾn'
kār,ZLYTN
war,wlys
hazār ud šāzdah,1000 W 16
hazār ud ēk,1000#ʾywk'
fragard,plglt'
ēryaman,ʾylymn'
glīm,glym
pāy,NNTLW
garm,glym
baxšīhist,HLKNyhst'
hazār ud šaš,1000 6
sad ud šast ud šaš,100 60 6
brīd,blyt
mārīg,mʾlyk'
sadōzem,stwkzm
wōiγn,wwg OL
sarmāg,slmʾk'
wōiγn,wwyγn
wōiγn,wwyγ
wōiγn,wyγn
ašwahišt,ʾšwhšt'
hamwāz,hmwʾc'
ēryaman,ʾylymn
wīst ud čahār,20 W 4
zādisparam,zʾtsp̄lm
passāz,psʾc
passāz,psʾ
gil,TYNA
waxšēnīd,whšynyt
waxšēn,whšyn
paydāgēn,pytʾk'yn
rāg,lʾγ
rōz,lwcyn
wišāy,ŠLYTN
rāzkirrōg,lʾc' y ḵylwk'
dēs,dʾ
gumbad,gwmb't'
nišānānd,YTYBWNʾnd
ēd rāy čē,HNAd lʾd ME
tab,
rasēn,YHMTWNyn
srāy,slʾk
dīdārīh,dytʾlyh
afsar,ʾp̄slyn
gumbad,gwmbt'
awēnābdāg,ʾwynʾp̄tʾk
gyān,HA
rāg,lʾkʾ
widāxt,wtʾht
rōz,lwcn
wēnīg,wynykʾ
ašnaw,ʾšwʾ
pahrmāh,ptlmʾ
ǰumb,ywmb
ēwēnag,ʾdwynyk
paymān,ptmʾny
dēg,wwdyg'
sāxt,sʾhtn
dēg,dyk
gīrīh,OHDWNynyh
kumīg,kwmyk'
tābīh,tʾp̄yh
zōr,zwʾlʾ
āhanǰ,ʾhnc
rāg,lʾk p
rawēn,SGYTWNyn
anabāyišnīg,ʾnʾp̄ʾdšnyk
axwardārīh,ʾhwltʾlyh
gyān,yʾny
afsard,ʾp̄sltn
rāyēnīd,lʾdynytʾl
bun,bwndʾš
bērōnīh,bylwn'yh
xīr,CBWʾ
wigrād,wglʾ
waxšīd,whšy
waxšīd,whšyt
nazdīk,nzdyḵ'
ēstīd,YKOYMWNyt
gētīg,gytyk
passāz,psʾʾc
waxšēnīd,wʾhšynyt
tan,PWN
āfur,ʾp̄wl
mēnōg,mynwḵy
wāspuhr,wʾsp̄whl
ačārīg,ʾcʾlyk'
dān,dh
xwāst,hwʾstʾ
homānāg,hwmʾnʾ
nišān,yšʾn
karg,ḵlg
srū,slwb'
nīd,DḆLWNt͟
šahr,štr'y
dēwār,dywdʾl
pahikar,ptkʾl
nigārd,kʾlt'
asmān,ʾsmʾny
spihr,sp̄'yhl
čahār,3
tanīgardīg,tn'ykrtyk
tōf,twp'
uspurrīgīhist,ʾwsp̄wlykyhst'
rāg,lʾk
rāg,lʾk'
niyāzīhist,nydʾc'yhst'
bay,bk'
frasp,plsp̄'
anāhīd,ʾnʾhyt'
nigār,knʾl
mōy,mwḏ
pay,pʾdy
nēm,PRG
mādag,mʾt'k
blagm,ḇlgm
xwēd,hwyt'
gōn,gwn'
zahr,zhl
trufš,wtlwpš
spul,sp̄wl
āmēz,ʾm
ayārd,ʾyʾlt
kōb,kwp'
suš,ʾywš
gōhrēn,gwhʾlyn
zahr,zh
tēz,tyc'
bāstān,bʾstʾn
spul,sp̄whl
afsānīh,ʾp̄sʾnyh
pas az ēn,AHL MN ẔNE
passāxt,psʾht''
būd,bwd
zāy,Y̱LYDN
hutuxš,hwthš
šharyār,štrydʾl
pēš,pyšk
grīw,glyw'd
āmēxt,ʾmyht
awzār,ʾwzwʾlʾ
taz,tcʾ
freh,plʾh
dam,gwb
xunak,hwn
